         10857816 function calls (10158985 primitive calls) in 16.977 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1025    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\imputils.py:37(decorate)
       25    0.001    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:4217(get_parfor_writes)
     1482    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:119(args)
      420    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:63(__str__)
      116    0.001    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\analysis.py:304(find_branches)
      762    0.001    0.000    0.028    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\pythonapi.py:1304(_get_function)
     3212    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\analysis.py:141(<genexpr>)
      198    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
      935    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:1308(prepend)
     1173    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
     4057    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\values.py:1082(dereferenceable_or_null)
      725    0.001    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ssa.py:41(get)
      120    0.001    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\dis.py:729(__init__)
       19    0.001    0.000    0.025    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\rangeobj.py:100(from_range_state)
     3579    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:2794(kind)
     3092    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1934(in_with)
     2460    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\misc.py:181(key)
      288    0.001    0.000    0.046    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\lowering.py:1531(alloca)
       62    0.001    0.000    0.019    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\funcdesc.py:38(__init__)
     1819    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\array_analysis.py:249(_get_ind)
       60    0.001    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:205(_build_cfg)
       65    0.001    0.000    3.591    0.055 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\codegen.py:996(_finalize_specific)
      528    0.001    0.000    0.245    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\postproc.py:42(usedefs)
     3151    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
      116    0.001    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:1001(make_intrinsic_template)
  149/148    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:506(structure_repr)
    60/16    0.001    0.000    9.896    0.618 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:1072(propagate)
     2265    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
     1546    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1718(advance_pc)
     1179    0.001    0.000    0.001    0.000 {method 'with_traceback' of 'BaseException' objects}
       10    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:2342(transfer_scope)
     1321    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:591(<genexpr>)
       82    0.001    0.000    0.012    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\callconv.py:767(return_status_propagate)
       94    0.001    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:483(from_data)
      266    0.001    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1913(__init__)
      198    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:425(call)
     1020    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\common.py:4(_encode_string)
       58    0.001    0.000    0.033    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\compiler.py:540(define_nopython_pipeline)
       26    0.001    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\removerefctpass.py:23(_rewrite_function)
       60    0.001    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:558(_find_post_dominators)
     3266    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\errors.py:259(__enter__)
       70    0.001    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:486(for_range)
       56    0.001    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\array_analysis.py:2194(_analyze_op_call)
      690    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\copyreg.py:98(__newobj__)
      315    0.001    0.000    0.021    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:98(_get_path)
      195    0.001    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\module.py:176(global_variables)
    13/12    0.001    0.000    2.650    0.221 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:809(_compile_subroutine_no_cache)
        2    0.001    0.000    0.862    0.431 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor_lowering.py:1059(_create_gufunc_for_parfor_body)
      744    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:1277(get_stmt_writes)
     1445    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:139(<genexpr>)
      770    0.001    0.000    0.059    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
      958    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:1267(__init__)
        1    0.001    0.001    0.008    0.008 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:1(<module>)
     1703    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:134(set_entry_point)
      562    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\module.py:215(__init__)
       38    0.001    0.000    0.032    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:375(basic_indexing)
      103    0.001    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\npytypes.py:444(__init__)
        1    0.001    0.001    0.183    0.183 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arraymath.py:1(<module>)
       20    0.001    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:4837(_add_liveness_return_block)
   423/93    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:640(_dfs_rec)
     1587    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1753(push)
      228    0.001    0.000    0.025    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
       21    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1641(_fill_cache)
      254    0.001    0.000    0.128    0.001 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\module.py:167(link_in)
     1551    0.001    0.000    0.001    0.000 {method 'copy' of 'set' objects}
     1401    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:44(__init__)
      423    0.001    0.000    0.007    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:2221(op_LOAD_FAST)
      208    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\bytecode.py:97(get_jump_target)
     1127    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
       43    0.001    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\array_analysis.py:2026(_index_to_shape)
      288    0.001    0.000    0.007    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:682(unpack_tuple)
      224    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:2036(__init__)
   356/31    0.001    0.000    1.364    0.044 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor_lowering.py:49(lower_inst)
      224    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:1726(_insert_outgoing_phis)
      358    0.001    0.000    0.094    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\misc.py:87(maybe_literal)
     3522    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\value.py:129(is_function)
       60    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\bytecode.py:288(_compute_lineno)
     4652    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\abstract.py:158(is_precise)
      130    0.001    0.000    0.233    0.002 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:611(infer_constant)
      120    0.001    0.000    0.007    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\itanium_mangler.py:163(mangle_args)
      401    0.001    0.000    0.006    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:3254(bind)
      992    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\targetconfig.py:72(top)
      194    0.001    0.000    0.130    0.001 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\binding\module.py:207(clone)
      319    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:162(__enter__)
      234    0.001    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\builder.py:539(not_)
      195    0.001    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\callconv.py:101(get_return_type)
     1417    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
      160    0.001    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\dispatcher.py:282(nopython_signatures)
      117    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\enum.py:1531(__or__)
       26    0.000    0.000    0.011    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:614(list_vars)
     4372    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\context.py:661(<lambda>)
      250    0.000    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\pathlib.py:407(_load_parts)
        8    0.000    0.000    0.083    0.010 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\callwrapper.py:126(build_wrapper)
      510    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\containers.py:259(__repr__)
   116/39    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ssa.py:411(_find_def_from_top)
      115    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\codegen.py:32(_parse_refprune_flags)
     1104    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\itanium_mangler.py:75(<genexpr>)
      124    0.000    0.000    0.018    0.000 C:\Users\viola\miniconda3\Lib\importlib\metadata\_itertools.py:4(unique_everseen)
      594    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       60    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:1236(peep_hole_split_at_pop_block)
      180    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\targetconfig.py:215(inherit_if_not_set)
     1734    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\functions.py:249(<genexpr>)
     3044    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:111(callee)
       60    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:236(find_use_defs)
       54    0.000    0.000    0.004    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:736(get_item_pointer2)
       60    0.000    0.000    0.029    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\lowering.py:295(setup_function)
      189    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:746(get_c_value)
      110    0.000    0.000    0.039    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\callconv.py:454(return_user_exc)
      116    0.000    0.000    0.008    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\extending.py:435(_intrinsic)
      247    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
    62/60    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\analysis.py:702(must_use_alloca)
     1025    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:1221(<genexpr>)
       47    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\base.py:388(insert_user_function)
     2532    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
     1392    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1757(pop)
      9/2    0.000    0.000    0.044    0.022 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:3006(fuse_parfors)
       33    0.000    0.000    0.172    0.005 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\lowering.py:796(lower_getitem)
       39    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\enum.py:249(__set_name__)
     1188    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      886    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:1118(propagate_refined_type)
       60    0.000    0.000    0.016    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\bytecode.py:376(__init__)
      146    0.000    0.000    0.003    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:2436(op_CALL)
      345    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:1114(lock_type)
      250    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\pathlib.py:358(__init__)
      120    0.000    0.000    0.018    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\itanium_mangler.py:170(mangle)
       60    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\environment.py:17(from_fndesc)
      140    0.000    0.000    0.005    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\containers.py:144(from_types)
      351    0.000    0.000    0.113    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:124(_make_refs)
      540    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\targetconfig.py:114(setter)
      360    0.000    0.000    0.002    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cgutils.py:1184(normalize_ir_text)
     2601    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\runtime\context.py:40(_require_nrt)
      170    0.000    0.000    0.049    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:48(get_abi_size)
       45    0.000    0.000    0.001    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\dispatcher.py:294(add_overload)
